filename,image_name,class,class_index,description
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\1087,CN_type_1087_cn_coin_2082_p_merged.jpg,1087,0,"Laureate bust of Volusian, right, wearing cuirass and paludamentum."",""Dolphin swimming right between two tunnies swimming left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\1087,CN_type_1087_cn_coin_2084_p_merged.jpg,1087,0,"Laureate bust of Volusian, right, wearing cuirass and paludamentum."",""Dolphin swimming right between two tunnies swimming left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\1087,CN_type_1087_MK_18239200_cn_coin_2053_o_merged.jpg,1087,0,"Laureate bust of Volusian, right, wearing cuirass and paludamentum."",""Dolphin swimming right between two tunnies swimming left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\1087,CN_type_1087_MK_18239201_cn_coin_4697_o_merged.jpg,1087,0,"Laureate bust of Volusian, right, wearing cuirass and paludamentum."",""Dolphin swimming right between two tunnies swimming left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11115,CN_type_11115_BNF_41768019_cn_coin_23422_o_merged.jpg,11115,1,"Head of Hermes, right, wearing petasus."",""Caduceus."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11115,CN_type_11115_BNF_41768021_cn_coin_23424_o_merged.jpg,11115,1,"Head of Hermes, right, wearing petasus."",""Caduceus."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11115,CN_type_11115_BNF_41768022_cn_coin_23425_o_merged.jpg,11115,1,"Head of Hermes, right, wearing petasus."",""Caduceus."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11115,CN_type_11115_cn_coin_18106_p_merged.jpg,11115,1,"Head of Hermes, right, wearing petasus."",""Caduceus."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11115,CN_type_11115_cn_coin_18107_p_merged.jpg,11115,1,"Head of Hermes, right, wearing petasus."",""Caduceus."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11115,CN_type_11115_cn_coin_23422_p_merged.jpg,11115,1,"Head of Hermes, right, wearing petasus."",""Caduceus."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11115,CN_type_11115_cn_coin_23423_p_merged.jpg,11115,1,"Head of Hermes, right, wearing petasus."",""Caduceus."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11115,CN_type_11115_cn_coin_23424_p_merged.jpg,11115,1,"Head of Hermes, right, wearing petasus."",""Caduceus."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11115,CN_type_11115_cn_coin_23425_p_merged.jpg,11115,1,"Head of Hermes, right, wearing petasus."",""Caduceus."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11115,CN_type_11115_cn_coin_38379_p_merged.jpg,11115,1,"Head of Hermes, right, wearing petasus."",""Caduceus."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11115,CN_type_11115_cn_coin_38381_p_merged.jpg,11115,1,"Head of Hermes, right, wearing petasus."",""Caduceus."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11115,CN_type_11115_cn_coin_38382_p_merged.jpg,11115,1,"Head of Hermes, right, wearing petasus."",""Caduceus."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11115,CN_type_11115_cn_coin_38566_p_merged.jpg,11115,1,"Head of Hermes, right, wearing petasus."",""Caduceus."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11115,CN_type_11115_cn_coin_38567_p_merged.jpg,11115,1,"Head of Hermes, right, wearing petasus."",""Caduceus."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11115,CN_type_11115_cn_coin_38570_p_merged.jpg,11115,1,"Head of Hermes, right, wearing petasus."",""Caduceus."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11115,CN_type_11115_cn_coin_38571_p_merged.jpg,11115,1,"Head of Hermes, right, wearing petasus."",""Caduceus."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11115,CN_type_11115_cn_coin_38573_p_merged.jpg,11115,1,"Head of Hermes, right, wearing petasus."",""Caduceus."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11115,CN_type_11115_MK_18231750_cn_coin_18106_o_merged.jpg,11115,1,"Head of Hermes, right, wearing petasus."",""Caduceus."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11115,CN_type_11115_MK_18231751_cn_coin_18107_o_merged.jpg,11115,1,"Head of Hermes, right, wearing petasus."",""Caduceus."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_BNF_41767594_cn_coin_22997_o_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_BNF_41851668_cn_coin_26481_o_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_BNF_41859609_cn_coin_26538_o_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_BNF_41859651_cn_coin_26570_o_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_cn_coin_18182_p_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_cn_coin_18186_p_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_cn_coin_40374_p_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_cn_coin_40376_p_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_cn_coin_40389_p_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_cn_coin_40391_p_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_cn_coin_40393_p_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_cn_coin_40396_p_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_cn_coin_40397_p_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_cn_coin_40400_p_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_cn_coin_40402_p_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_cn_coin_40403_p_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_cn_coin_40404_p_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_cn_coin_40405_p_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_MK_18233237_cn_coin_18153_o_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_MK_18233324_cn_coin_18182_o_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_MK_18233330_cn_coin_18184_o_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_MK_18233335_cn_coin_18186_o_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11127,CN_type_11127_MK_18233337_cn_coin_18187_o_merged.jpg,11127,2,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing left, holding purse and caduceus at his feet, altar."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_BNF_41767587_cn_coin_22990_o_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_BNF_41767600_cn_coin_23003_o_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_BNF_41859605_cn_coin_26535_o_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_cn_coin_18058_p_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_cn_coin_23003_p_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_cn_coin_40377_p_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_cn_coin_40378_p_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_cn_coin_40379_p_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_cn_coin_40381_p_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_cn_coin_40382_p_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_cn_coin_40385_p_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_cn_coin_40386_p_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_cn_coin_40388_p_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_cn_coin_40394_p_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_cn_coin_40395_p_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_cn_coin_40401_p_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_cn_coin_40406_p_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_cn_coin_40407_p_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_MK_18231617_cn_coin_18058_o_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_MK_18233339_cn_coin_18188_o_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_MK_18233341_cn_coin_18189_o_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_MK_18233351_cn_coin_18192_o_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_MK_18233373_cn_coin_18193_o_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_MK_18233375_cn_coin_18194_o_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_MK_18233377_cn_coin_18195_o_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_MK_18233379_cn_coin_18196_o_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11128,CN_type_11128_MK_18233382_cn_coin_18197_o_merged.jpg,11128,3,"Head of Poseidon, right, wearing taenia."",""Nude Hermes standing facing, head left."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_BNF_41767581_cn_coin_22984_o_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_BNF_41767588_cn_coin_22991_o_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_BNF_41767597_cn_coin_23000_o_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_BNF_41767598_cn_coin_23001_o_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_BNF_41767599_cn_coin_23002_o_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_BNF_41767602_cn_coin_23005_o_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_BNF_41767603_cn_coin_23006_o_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_BNF_41767957_cn_coin_23360_o_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_BNF_41858238_cn_coin_26518_o_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_BNF_41859602_cn_coin_26533_o_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_BNF_41859612_cn_coin_26541_o_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_BNF_41859648_cn_coin_26568_o_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_cn_coin_18060_p_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_cn_coin_18200_p_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_cn_coin_18205_p_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_cn_coin_39763_p_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_cn_coin_39771_p_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_cn_coin_39773_p_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_cn_coin_39774_p_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_cn_coin_39781_p_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_cn_coin_39782_p_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_cn_coin_39783_p_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_cn_coin_39788_p_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_cn_coin_39789_p_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_MK_18231630_cn_coin_18060_o_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\merged_coins\11758,CN_type_11758_MK_18231633_cn_coin_18061_o_merged.jpg,11758,4,"Head of Demeter, left, wearing corn wreath, earring and necklace."",""Lion standing left, breaking spear in jaws."
