filename,image_name,class,class_index
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4431_MK_18232882_cn_coin_5586_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4454_BNF_M 1694_cn_coin_10913_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4454_cn_coin_21225_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4455_MK_18232874_cn_coin_5585_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4459_cn_coin_21226_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4461_cn_coin_21229_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4461_cn_coin_21230_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4461_MK_18203121_cn_coin_3122_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4463_cn_coin_21231_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4465_cn_coin_21232_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4465_cn_coin_21235_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4469_MK_18232873_cn_coin_5584_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4476_cn_coin_21238_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4476_cn_coin_21240_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4479_cn_coin_21351_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4493_MK_18247109_cn_coin_5908_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4502_cn_coin_21353_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4503_cn_coin_21354_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4503_MK_18237368_cn_coin_5618_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4505_cn_coin_21355_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4505_MK_18237349_cn_coin_5617_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4510_BNF_Platzhalter_cn_coin_10916_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4510_cn_coin_21357_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4510_MK_18237472_cn_coin_6414_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4512_cn_coin_21358_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4512_cn_coin_21359_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4512_cn_coin_21360_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4515_MK_18237898_cn_coin_6420_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4518_cn_coin_21363_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4520_cn_coin_21364_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4623_MK_18237506_cn_coin_6418_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4623_MK_18237513_cn_coin_6419_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4629_MK_18237449_cn_coin_6411_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4632_BNF_Platzhalter_cn_coin_11017_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4632_cn_coin_21372_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4632_cn_coin_21373_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4632_cn_coin_21376_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4632_cn_coin_21410_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4632_MK_18237411_cn_coin_5623_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4634_MK_18237906_cn_coin_6423_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4635_cn_coin_21377_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4635_cn_coin_21378_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4635_cn_coin_21379_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4636_MK_18237459_cn_coin_6413_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4637_cn_coin_21380_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4637_MK_18237456_cn_coin_6412_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4639_cn_coin_21381_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4639_MK_18237901_cn_coin_6421_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4639_MK_18237905_cn_coin_6422_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4640_BNF_1966.453_cn_coin_11007_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4640_cn_coin_21382_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4640_cn_coin_21383_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4640_cn_coin_21384_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4640_MK_18237379_cn_coin_5619_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4645_cn_coin_21385_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4647_BNF_Platzhalter_cn_coin_10915_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4647_BNF_Platzhalter_cn_coin_11018_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4647_cn_coin_21386_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4647_cn_coin_21387_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4647_cn_coin_21389_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4647_cn_coin_21390_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4647_cn_coin_21391_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4647_cn_coin_21392_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4647_cn_coin_21411_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4647_cn_coin_21412_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4647_cn_coin_21427_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4647_cn_coin_21428_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4647_cn_coin_21429_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4647_cn_coin_21430_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4647_MK_18237481_cn_coin_6415_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4647_MK_18237488_cn_coin_6416_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4647_MK_18237497_cn_coin_6417_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4648_MK_18237400_cn_coin_5622_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4845_MK_18237439_cn_coin_5625_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4847_MK_18237437_cn_coin_5624_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4848_cn_coin_21414_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4960_cn_coin_21416_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4960_MK_18237387_cn_coin_5620_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_4960_MK_18237394_cn_coin_5621_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5019_BNF_Platzhalter_cn_coin_10912_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5019_cn_coin_21417_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5019_cn_coin_21420_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5019_cn_coin_21421_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5019_MK_18200350_cn_coin_3103_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5019_MK_18237442_cn_coin_5626_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5212_BNF_M 6637_cn_coin_10917_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5212_cn_coin_21423_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5212_MK_18237911_cn_coin_5640_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5212_MK_18237912_cn_coin_5641_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5222_BNF_Platzhalter_cn_coin_10919_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5222_cn_coin_11030_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5222_cn_coin_21424_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5222_cn_coin_21425_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5222_cn_coin_21426_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5222_cn_coin_21431_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5222_cn_coin_26664_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5222_cn_coin_26667_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5222_cn_coin_26668_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5222_MK_18237908_cn_coin_26667_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5222_MK_18237909_cn_coin_5638_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5225_BNF_Platzhalter_cn_coin_10920_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5226_MK_18247110_cn_coin_5909_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5228_MK_18247111_cn_coin_5910_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5231_cn_coin_27084_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5231_MK_18241645_cn_coin_6454_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5233_cn_coin_26670_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5233_cn_coin_26673_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5233_cn_coin_26676_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5233_cn_coin_6445_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5233_MK_18241631_cn_coin_6445_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5233_MK_18241636_cn_coin_6446_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5250_cn_coin_26678_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5250_cn_coin_26680_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5250_cn_coin_26681_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5250_cn_coin_26683_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5250_cn_coin_26685_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5250_cn_coin_26739_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5250_cn_coin_6452_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5250_cn_coin_6453_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5250_MK_18241643_cn_coin_6452_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5250_MK_18241644_cn_coin_6453_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5252_cn_coin_27085_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5252_cn_coin_27086_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5253_BNF_Platzhalter_cn_coin_10914_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5253_cn_coin_27087_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5253_cn_coin_27089_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5253_cn_coin_27090_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5253_cn_coin_27104_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5253_cn_coin_27105_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5253_cn_coin_27106_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5253_cn_coin_27108_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5253_cn_coin_27109_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5253_cn_coin_27110_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5253_cn_coin_27111_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5253_cn_coin_27112_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5253_cn_coin_27113_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5253_MK_18241651_cn_coin_6456_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5253_MK_18241661_cn_coin_6457_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5253_MK_18241662_cn_coin_6458_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5254_cn_coin_6451_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5254_MK_18241642_cn_coin_6451_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5256_cn_coin_26743_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5256_cn_coin_26744_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5256_cn_coin_27149_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5256_cn_coin_6450_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5256_MK_18241641_cn_coin_6450_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5258_cn_coin_26745_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5258_cn_coin_6447_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5258_cn_coin_6449_p.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5258_MK_18241637_cn_coin_6447_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5258_MK_18241638_cn_coin_6448_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5258_MK_18241639_cn_coin_6449_o.jpg,Abdera,0
F:\Users\basti\Documents\Goethe Uni\Data Challange\CN_dataset_04_23\dataset_mints\Abdera,CN_type_5269_cn_coin_27150_p.jpg,Abdera,0
