filename;image_name;class;class_index;description;description_1;description_2;description_3;description_4;description_5;description_6;description_7;description_8;description_9;description_10
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\20141;CN_type_20141_cn_coin_44559_p_merged.jpg;20141;28;"Head of Athena right with Corinthian helmet with panache and her hair gathered at the nape."",""Head of a bull with neck left.";"""Athena's profile to the right, her hair tied back at the neck and adorned with a flamboyant Corinthian helmet."",""The image of a bull's head turned to the left, showcasing its neck.""";"""Right-facing Athena's head depicted with a feathered Corinthian helmet and hair gathered at the back of her neck,"" ""Bull's head design pointing to the left with detailed neck.""";"""Face of Athena to the right, adorned with a Corinthian helmet featuring a plume, her hair tied at the back of her neck,"" ""Image of a bull's head looking to the left side with the neck depicted.""";"""Effigy of Athena facing right, adorned in a Corinthian helmet embellished with plumage and her locks assembled at the back,"" ""Effigy of a bull's head, neck positioned towards the left.""";"""Face of Athena to the right, adorned with a Corinthian helmet featuring a plume and her hair tied back at the neck,"" ""Face of a bull, positioned towards the left."".";"""Athena's profile, adorned with a Corinthian helmet featuring a plume, with her hair tied at the back of her neck. On the other side, the depiction of a bull's head turned to the left.""";"""Portrait of Athena facing right, adorned with a Corinthian helmet featuring a plume and her hair tied at the back of her neck."", ""Depiction of a bull's head turned to the left.""";"""Profile view of Athena adorned with a Corinthian helmet featuring a plume, and her tresses tied at the back of the neck. Displayed on the other side is the head of a bull angled to the left.""";"""Profile view of Athena adorned with a Corinthian helmet featuring a plume, her hair neatly tied at the back of her neck,"" ""Depiction of a bull's head oriented towards the left.""";"""Face of Athena depicted to the right, adorned with a Corinthian helmet featuring a plume and hair fastened at the back of the neck."",""Image of a bull's head, presented in left profile view on the neck."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\20142;CN_type_20142_BNF_41845814_cn_coin_26194_o_merged.jpg;20142;29;"Head of Kore right with hair bunched at nape and oak (?) wreath."",""Tripod with three rings.";"""Right-facing Kore's head with hair gathered at the back of the neck and an uncertain oak wreath,"" ""A tripod featuring three circular bands.""";"""A depiction of Kore's face is showcased on the right, featuring a hairstyle gathered at the back of the neck and potentially ornamented with an oak wreath. Additionally, it displays a three-ringed tripod.""";"""The visage of Kore is oriented to the right, her hair neatly gathered at the back of her neck and possibly crowned with an oak wreath. A three-ringed tripod is depicted.""";"""Portrait of Kore facing right with hair gathered at the back of neck and a potential oak garland,"" ""Three-ringed tripod featured.""";"""Portrayal of Kore's head facing right, her hair coiled at the nape, possibly garlanded with an oak wreath. Depiction of a three-ring tripod.""";"""Face of Kore depicted to the right, her hair gathered at the back of the neck and potentially encircled by an oak wreath."",""Triple-ringed tripod.""";"""Right-facing Kore's head with hair gathered at the back and possible oak wreath,"" ""Three-ringed tripod.""";"""Kore's head facing right with hair gathered at the nape and possibly an oak wreath."",""Tripod accompanied by three circles.""";"""Depicting the face of Kore on the right, with her hair gathered at the nape and possibly adorned with an oak wreath. Illustration of a tripod featuring three ringlets.""";"""Kore's face facing right, her hair gathered at the back of her neck and possibly adorned with an oak wreath. A three-ringed tripod can be seen."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\20144;CN_type_20144_cn_coin_44506_p_merged.jpg;20144;30;"Bow of a ship (prora), right."",""City ethnic to either side of a bucranium, all within an oak wreath bound at the bottom.";"""Right-side view of a ship's bow (prora),""""Surrounded by the symbols of city ethnicity on either sides of an ox skull (bucranium), all encapsulated within a wreath made of oak, knotted at the lower end.""";"""Right-side view of a ship's bow (prora)."",""Ethnic city representation on both sides of an ox skull (bucranium), all encircled by an oak garland tied at its base.""";"""Right-facing ship's bow (prora),"" ""Urban ethnicity on both sides of a bull's skull (bucranium), all encased within a bound oak wreath at the base.""";"""Right-side view of a ship's bow (prora),"" ""Urban deity on either side of an ox skull (bucranium), encompassed within a adorned oak garland intertwined at the bottom.""";"""Right sail of a ship (prora),"" ""Urban ethnicity on either side of an ox skull, all enclosed by an oak wreath tied at the bottom.""";"""A depiction of a ship's bow (prora) facing right,"" ""Ethnic representation of a city located on both sides of an ox skull (bucranium), all enclosed within an intricately tied oak wreath at the base."".";"""Rightward facing ship's bow (prora),"" ""Ethnic city representation on either side of an ox skull (bucranium), all enclosed within a tied oak wreath at the base.""";"""Starboard side of a vessel (prora) depicted, alongside a city emblem on both sides of an ox skull (bucranium), all enclosed within an intricate wreath of oak tied at the base.""";"""A ship's bow (prora) is depicted on the right side, surrounded by a city ethnic on both sides of an ox skull (bucranium). This imagery is framed within an oak wreath that is tied off at the bottom.""";"""Right facing ship's bow (prora), with an ethnic representation of a city on either side of an ox skull (bucranium), all encircled by an oak wreath tied at its base."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\20178;CN_type_20178_BNF_41766984_cn_coin_22388_o_merged.jpg;20178;31;"Head of Kore Soteira right with sphendone and ears of grain."",""Tripod below a tunny right.";"""Kore Soteira's profile, complete with a sphendone and grain ears, to the right. A tunny swimming towards the right beneath a tripod.""";"""Kore Soteira's portrait to the right, featuring a sphendone and grain ears."" ""A tripod under a right-facing tunny.""";"""Kore Soteira's face is depicted on the right, complemented by sphendone and stalks of grain. A tripod is illustrated beneath a tunny fish swimming right.""";"""A portrait of Kore Soteira to the right, adorned with sphendone and grain ears,"" ""A tunny fish depicted to the right, positioned below a tripod.""";"""Kore Soteira's profile with sphendone and grain ears depicted on the right, while a tunny swims to the right, positioned under a tripod.""";"""Front features Kore Soteira's profile to the right, adorned with sphendone and grain ears. A tripod displayed beneath a rightward facing tunny on the reverse.""";"""Depiction of Kore Soteira on the right featuring a sphendone and grain ears"", ""Beneath, a tunny faces to the right, accompanied by a tripod.""";"""Kore Soteira's head is depicted on the right with a sphendone and stalks of grain. Below, a tripod is displayed underneath a right-directed tunny.""";"""Kore Soteira's head is portrayed on the right with a sphendone and grain ears."",""Beneath is a tripod, with a tunny depicted to the right.""";"""Kore Soteira's portrait is on the right, featuring sphendone and grains of wheat,"" ""On the underside, a tripod rests beneath a right-facing tunny."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\20184;CN_type_20184_cn_coin_30857_p_merged.jpg;20184;32;"Head of Kore Soteira right with sphendone. Linear border."",""Tripod below a tunny right.";"""Kore Soteira's head depicted on the right with a sphendone, surrounded by a linear border. Beneath, a tunny is featured facing right, positioned below a tripod.""";"""Right-oriented Kore Soteira's head with sphendone, bordered by a linear outline. Beneath, a tripod situated below a right-facing tunny.""";"""Kore Soteira's face oriented to the right, adorned with a sphendone, encircled by a linear border. Beneath, a depiction of a tripod accompanied by a tunny fish swimming to the right.""";"""Depiction of Kore Soteira's head facing right, adorned with a sphendone, surrounded by a linear border. Underneath features a tripod, with a tunny fish swimming to the right.""";"""Kore Soteira's profile to the right with a sphendone and a border in linear style."",""Beneath a tunny facing right, there's a tripod.""";"""Depiction of Kore Soteira's head facing right, adorned with a sphendone, surrounded by a linear border. Below, there's a tunny fish facing right under a tripod.""";"""Right-facing Kore Soteira with a sphendone depicted on the obverse, enclosed by a linear border. A depiction of a tunny swimming to the right, underneath a tripod, on the reverse.""";"""Kore Soteira's head is depicted on the right with a sphendone, surrounded by a linear border. Below, a tripod is seen beneath a swimming tunny facing right.""";"""Kore Soteira's profile facing right, adorned with a sphendone is featured, enclosed by a linear border. Below, a tripod is depicted underneath a right-facing tunny.""";"""Depiction of Kore Soteira's head facing right, adorned with a sphendone, enclosed by a linear frame. A depiction of a tunny is mere steps away from an underlined tripod."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\20189;CN_type_20189_cn_coin_30844_p_merged.jpg;20189;33;"Head of Kore Soteira left with her hair tied up in a shawl (sakkos), ears of grain, and an earring below the neck a tunny left."",""Apollo with laurel wreath sitting left on the omphalos covered with woolen bandages and standing on a base, turning his naked torso forward in his outstretched right hand a patera or plectrum, his left arm resting on a cithara.";"""This is a historical coin featuring the image of Kore Soteira with her hair tied up in a shawl, often referred to as a sakkos, alongside grains and a dangling earring below the neckline. On the flip side, it showcases Apollo adorned with a laurel wreath seated on the omphalos, which is draped with woolen wrappings, settled on a foundation. He exhibits his bare upper body as he leans forward, holding out a patera or plectrum in his right hand, while his left arm is propped on a cithara.""";"""An image of Kore Soteira faces the left, her hair neatly enveloped in a sakkos, with ears of grain and a dangle earring beneath her neck, accompanied by a left-facing tunny. On the reverse, Apollo wearing a crown of laurel leaves is depicted seated on a woolen-swaddled omphalos on a pedestal, his bare upper body facing forward. His right hand extends outward clutching a patera or plectrum, while his left arm lies comfortably against a cithara.""";"""Kore Soteira's head is depicted to the left, her hair gathered up in a sakkos with ears of grain and an earring adorning below her neck, also showcasing a tunny positioned to the left. Apollo, garlanded with a laurel wreath, is illustrated sitting on the omphalos that's wrapped in woolen bandages and placed on a base. His bare torso is leaning forward, stretching out his right hand which holds either a patera or a plectrum. His remaining arm is comfortably resting on a cithara.""";"""The left-facing profile of Kore Soteira is depicted, her hair neatly arranged in a shawl (sakkos) with grain ears and an earring adorning below her neck. A tunny fish is pictured to the left of her,"" ""The figure of Apollo is seated to the left on the omphalos, which is wrapped in woolen swathes and positioned on a platform. His bare torso is turned forward as he reaches out his right hand, either holding a patera or plectrum. His left arm is leisurely placed upon a cithara.""";"""This coin features the veiled left-facing image of Kore Soteira, her hair elegantly bundled in a sakkos, accented with ears of grain and a single earring peeking beneath the neck, complemented by a tunny facing left. Its flip side depicts a seated Apollo, turned forward from his waist up, his head adorned with a laurel wreath and his body resting on the wool-wrapped omphalos. He reaches out with his right hand, holding either a plectrum or patera, whilst his left arm is comfortably draped over a cithara stationed on a platform.""";"""This coin bears the image of Kore Soteira, her hair neatly bundled up in a scarf (sakkos), an earring adorning her below the neck, and ears of grain. On the reverse, Apollo, crowned with a garland of laurel, is depicted seated on the omphalos, swathed in woolen wraps and set on a foundation, his naked upper body twisted forward. In his extended right hand, he holds either a patera or a plectrum, and his left arm is casually resting on a cithara.""";"""An illustration of Kore Soteira is present on the left, her hair neatly wrapped in a sakkos, with grain ears and an earring adorning her neck. Additionally, there's a depiction of a tunny fish towards the left,"" ""Apollo is showcased sitting on the left, he can be discerned on the omphalos which is shrouded with woolen wrappings and placed atop a base. His scantily clad upper body is twisted forward, a patera or plectrum can be spotted in his stretched right hand while his left arm leans on a cithara.""";"""Kore Soteira's head is depicted on the left, her hair neatly bundled in a shawl (sakkos), adorned with ears of grain, and sporting an earring below the neck, accompanying a tunny to her left. On the right, we see Apollo, donned with a wreath of laurel, positioned in a seated posture on the omphalos, swathed in woolen bandages, and situated on a pedestal, with his bare upper body turned towards the front. In his outwardly extended right hand, he holds either a patera or a plectrum, whilst his left arm comfortably leans on a cithara.""";"""An image of Kore Soteira, with her hair secured in a shawl (sakkos), featuring accents of grain ears and an earring below her neck, is depicted on the left side of the coin, along with an emblem of tunny. On the opposite side, a portrayal of Apollo, adorned with a laurel wreath, seated towards the left on a fleece-draped omphalos and positioned upon a platform can be seen. His naked upper body turns slightly forward, holding a patera or plectrum in his extended right hand, while his left arm supports a nearby cithara.""";"""The left-facing portrait of Kore Soteira is showcased, with her hair neatly pulled up in a scarf (sakkos). She is beautifully adorned with grains by her ears and an earring beneath her neck is visible, while a tunny fish swims too the left below. In contrast, Laurel wreathed Apollo is depicted seated on the omphalos, which is shrouded with woolen bindings and supported on a pedestal. His bare upper body faces forward as he extends his right hand, holding either a patera or a plectrum. His left arm comfortably rests on a cithara."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\20230;CN_type_20230_cn_coin_30918_p_merged.jpg;20230;34;"Head of Kore right with hair gathered at nape and oak wreath. Border of dots."",""Tripod with fixture, below torch.";"""Right-facing Kore's head with hair collected at the back of the neck and an encircling oak wreath. Framed by a dotted border."",""Tripod stand with a torch positioned underneath.""";"""Kore's head turned right, her hair collected at the back of her neck and surrounded by an oak laurel. The border comprises of small dots. An image of a tripod with an attached fixture is followed below by a torch.""";"""Kore's head is depicted on the right side, her hair arranged at the back of her neck, adorned with an oak wreath. The border is dotted."",""A tripod with an attachment is displayed, beneath which is a torch.""";"""Kore's face is depicted on the right, her hair neatly collected at the back of her neck and embellished with an oak leaf garland. It's surrounded by a dotted boundary."",""A tripod with accessories is situated underneath, followed by a torch.""";"""Right-facing Kore's head with hair neatly tied at the back and encircled by an oak wreath. Surrounding border of tiny dots."",""A fixture-supported tripod underneath which is a lit torch.""";"""Depiction of Kore's head facing right, with hair tied at the back and adorned with an oak wreath. Perimeter encircled with dot detailing."", ""An illustration of a tripod including fixture is positioned underneath a torch.""";"""Portrait of Kore on the right side, with hair bundled at the back of the neck and adorned with an oak wreath. Encircled by a dotted border."",""A three-legged stand with an attachment beneath, accompanied by a torch.""";"""Face of Kore turned to the right, hair pulled back at the nape and adorned with an oak garland. Encircled by a dotted border."" ""Three-legged apparatus featuring a torch located below it.""";"""Front design featuring Kore's head turning right, her hair clumped at the back of her neck and adorned with an oak wreath. The perimeter is encircled by a row of dots."",""A tripod featuring a mount, situated below which is a torch."".";"""Face of Kore oriented to the right, with hair secured at the neck and adorned with an oak leaf circlet. Encircled by a border of small dots."",""Three-legged stand with an attachment, situated below a lit torch."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\20231;CN_type_20231_BNF_41766995_cn_coin_22399_o_merged.jpg;20231;35;"Bull charging right, butting with head."",""Flaming torch.";"""Charging bull advancing to the right, striking with its head,"" ""Blazing torch.""";"""Bull aggressively advancing to the right, attacking with its head,"" ""Blazing torch.""";"""Ox aggressively moving to the right, thrusting with its head,"" ""Blazing torch.""";"""Bull aggressively advancing to the right, striking with its head."" ""Blazing torch.""";"""Bull engaged in a rightward charge, colliding with its head."" ""Blazing torch.""";"""A bull aggressively rushing to the right, ramming with its head,"" ""Blazing torch.""";"""A bull aggressively moving to the right, ramming with its head,"" ""A torch ablaze.""";"""Bull aggressively advancing to the right, striking with its head,"" ""Blazing torch.""";"""A bullish charge is depicted to the right, fiercely striking with its head, accompanied by an image of a torch ablaze.""";"""Bull aggressively sprinting to the right, ramming with its head,"" ""Blazing torch."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\20234;CN_type_20234_BNF_41845818_cn_coin_26198_o_merged.jpg;20234;36;"Forepart of a bull, right."",""City ethnic (in two lines) above and below a monogram, all within an oak wreath bound at the bottom.";"""The front half of a bull, facing right. City ethnicity is inscribed in two lines, sandwiching a monogram, all of which is surrounded by a circular oak wreath fastened at the bottom.""";"""Frontal aspect of a bull, oriented to the right,"" ""Ethnic label of the city (in two lines) above and below a unique symbol, all encircled by an oak wreath tied at the lower end.""";"""Front portion of a bull, facing right. The city's ethnic, written in two lines, is situated above and below a unique monogram, all encircled by an oak wreath tied at its base.""";"""A bull's front portion, facing right. A city ethnic, displayed in two separate lines, situated above and below a unique monogram. Encircled by an oak wreath that's tied at the bottom.""";"""Front portion of a bull, facing right."",""City ethnic (spread over two lines) positioned above and beneath a monogram, all encapsulated within an oak wreath tied at the bottom.""";"""The front portion of a bull, oriented to the right. The city's ethnic symbol, split into two rows, is situated above and below a monogram. All elements are encompassed within an oak wreath that is tied at the bottom.""";"""Front segment of a bovine, facing right,"" ""Urban ethnic (spread across two lines) positioned above and below a unique symbol, enclosed within a circular garland of oak leaves tied at the bottom.""";"""Frontal view of a bull, facing right,"" ""City ethnic (displayed in two lines) located above and below a symbolic monogram, all encapsulated within a tightly bound oak wreath at the bottom.""";"""Frontal portion of a bovine, facing right,"" ""Urban ethnicity (spread over two lines) situated above and beneath a cipher, all encompassed within a circular garland of oak leaves, tied at its base.""";"""Frontal segment of a bovine, facing right"", ""City insignia separated by a monogram, enclosed within a tied-off wreath of oak""."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\20241;CN_type_20241_BNF_41766986_cn_coin_22390_o_merged.jpg;20241;37;"Head of Kore right with hair gathered at nape and corn wreath. Border of dots."",""City ethnic (in two lines) above and below a monogram, all within an oak wreath bound at the bottom.";"""This coin features the profile of Kore, with typical hair tied at the nape and adorned with a wreath of corn. The edge of the coin carries a dotted border. There is a city ethnic label placed in two tiers above and below a specific monogram, all enclosed within a wreath made of oak leaves and tied together at the bottom.""";"""Right-facing Kore's head with hair bundled at the back of the neck and crowned with a wreath of corn. A boundary of tiny circles surround it."",""Inscribed city ethnic (arranged in two lines) located above and below a unique monogram, all enclosed within a wreath made of oak, tied together at its base.""";"""The coin features a right-facing Kore with hair tied at the back and a wreath of corn. Enclosed in a circular border of small points."",""The city's ethnic in two horizontal lines, positioned above and below a unique monogram, all artistically framed within a wreath of oak leaves tied at the base.""";"""Kore's face is illustrated on the right with her hair tied at the nape and adorned with a wreath of corn, surrounded by a dotted border. The city's ethnic is displayed in two lines, situated above and beneath a monogram, all encapsulated within an oak wreath tied at the base.""";"""Kore's portrait is depicted on the right with hair tied at the back and adorned with a wreath of corn surrounded by a dotted border. A city's ethnic description is split into two lines, situated above and beneath a monogram, all encompassed within an oak wreath tied at the base.""";"""Kore's head is depicted on the right with her hair collected at the nape and adored with a wreath made of corn. It is surrounded by a border of dots. The city's ethnic is presented above and below a single monogram, all encircled by an oak leaf garland tied together at the lower part.""";"""Depiction of Kore's face turned right featuring her hair tied at the back of her neck and a circlet of corn. Enclosed by a dotted border."",""City's identification (written in two lines) positioned above and beneath a monogram, all encompassed by an oak wreath fastened at the lower end.""";"""Facial depiction of Kore to the right, with her hair fastened at the back and adorned with an ear of corn wreath. A dotted border surrounds it. Inscribed city ethnic in two separate lines above and underneath a monogram, everything encompassed within a bound oak wreath at the bottom.""";"""Kore's portrait to the right, with hair tied at the back and adorned with a garland of corn. Surrounded by a dotted boundary."",""Urban emblematic representation (split in two lines) positioned above and beneath a singular monogram, entirely enclosed within a wreath of oak that meets at the bottom.""";"""Kore's profile facing right, hair bundled at the back and adorned with corn wreath. Dot border surrounds it."",""Urban ethnic phrase divided over two lines, situated above and beneath a unique monogram, all encased within a tied oak wreath at its base."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\20545;CN_type_20545_BNF_41767249_cn_coin_22652_o_merged.jpg;20545;38;"Female janiform heads wearing taenia and shared earring."",""Head of Athena, right, wearing Corinthian helmet.";"""Double-sided female heads sporting a taenia with a shared earring,"" ""Athena's portrait facing right, adorned with a Corinthian helmet.""";"""Janiform heads of females sporting taenia and a mutual earring,"" ""Athena's head turned right, donned in a Corinthian helmet.""";"""Janiform female heads adorned with taenia and a common earring,"" ""Athena's head depicted to the right, dressed in a Corinthian helmet.""";"""Two faces of women sharing one earring and donning the taenia adorn one side of the coin, while on the other, we find a profile of Athena to the right, sporting a Corinthian helmet.""";"""Two-faced female heads adorned with headband and common earring,"" ""Athena's portrait, facing right, showcasing Corinthian style helmet.""";"""Janiform female heads adorned with a taenia and a common earring,"" ""Athena's profile, to the right, in a Corinthian helmet.""";"""Depiction of two female faces with a shared earring and taenia"", ""Athena's head is featured towards the right, adorned with a Corinthian helmet.""";"""Two female faces in a janiform style with a common earring and donning taenia,"" ""Head of Athena facing right, adorned with a Corinthian helmet.""";"Sure, here's an alternate description: ""Dual heads of a woman, adorned with a taenia and a single earring between them,"" ""Athena's profile, facing right, garnished with a Corinthian-style helmet.""";"""This coin carries the design of a pair of female faces in a janiform disposition, featuring a taenia and a singular earring between them. On its reverse, it depicts the iconic image of Athena to the right, donned in her signature Corinthian helmet."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\20652;CN_type_20652_BNF_41767270_cn_coin_22673_o_merged.jpg;20652;39;"Laureate head of a goddess, right. Linear border."",""Forepart of winged horse, right.";"""Crowned figure of a goddess portrayed, facing right. Encased by a linear boundary."", ""Front part of a Pegasus captured, oriented towards right.""";"""Crowned depiction of a deity, facing right. Framed by a simplistic linear design."",""Frontal representation of a mythical winged equine, directed towards the right.""";"""The front side of the coin showcases a laurel-crowned goddess' face, facing the right, encased by a linear boundary. The reverse side represents the front half of a feathered horse, also orientated towards the right.""";"""Crowned portrayal of a deity, facing right, enclosed by a line border,"" and ""Front portion of a mythological winged equine, oriented to the right.""";"""Crowned depiction of a goddess, facing right. Bordered by a straight line."", ""Front portion of a feathered equine, oriented to the right.""";"""The head of a goddess adorned with a laurel wreath, facing right, surrounded by a linear border."",""The front portion of a winged equine, positioned to the right.""";"""Crowned face of a deity, towards the right, encased by a linear boundary."", ""Front portion of a pegasus facing the right.""";"""Crowned bust of a deity, facing right, enclosed by a line border."",""Front section of a winged equine, positioned right.""";"""Crowned depiction of a deity's face, facing right, encircled by a linear border."" ""Front part of a Pegasus depicted, facing right.""";"""Crowned figure of a deity, facing right, with a border of straight lines,"" and ""Front portion of a mythical winged equine, oriented to the right."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\20705;CN_type_20705_BNF_41767281_cn_coin_22684_o_merged.jpg;20705;40;"Head of (youthful) Apollo, right, wearing laurel wreath."",""Athena standing facing, head left, wearing helmet, holding Nike and shield.";"""Profile of a young Apollo, donned with a laurel crown, facing right. Athena stands forward, her face turned left, equipped with a helmet, gripping Nike and a shield.""";"""Apollo in his youth, facing right and adorned with a wreath of laurel, is emblazoned on the head."" ""Athena, depicted standing and facing forward, turns her head to the left, donned in a helmet while holding Nike and a shield.""";"""Facing right, a representation of Apollo in his youth, donning a laurel wreath."", ""Athena is depicted standing and facing forward, her head turned to the left, garbed in her helmet and carrying Nike and her shield.""";"""Face of a young Apollo, turning right, adorned with a laurel crown."",""Athena stands in position, her head turned to the left, donned in a helmet, grasping Nike and a shield in her hands.""";"""Apollo in his youth, facing right adorned with a laurel leaf coronet."", ""Athena, in a standing pose, facing towards us but with her head turned left, donning a helmet, and grasping Nike and a defensive shield.""";"""Face of a young Apollo to the right, adorned with a laurel wreath,"" ""Athena in a standing position, her face turned left, donned in a helmet, with Nike in her hand and a shield in her possession.""";"""Apollo's young likeness appears on the coin, head facing right, adorned with a wreath of laurel."", ""Athena stands prominently, her face turned to the left, garbed in her helmet and grasping Nike as well as a shield.""";"""Apolo's youthful head, worn to the right, adorned with a laurel wreath,"" ""Standing Athena, facing forward with her head turned to the left, attired in her helmet, carrying Nike and a shield.""";"""Portrait of a young Apollo facing right, laurel wreath-adorned."",""Athena stands front-facing, her head turned left, sporting a helmet, and carrying a figure of Nike and a shield.""";"""Profile of a young Apollo, right-facing, adorned with laurel wreath."" ""Stand-positioned Athena, facing forward, head turned to left, dressed in a helmet, with Nike and shield in hand."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\20744;CN_type_20744_BNF_F 8652_cn_coin_13780_o_merged.jpg;20744;41;"Silenus kneeling left, holding cantharus in right hand."",""Volute crater within incuse square.";"""Silenus is depicted kneeling to the left, with a cantharus in his right hand. A volute crater is present inside an incuse square.""";"""Silenus is depicted in a kneeling position towards the left, with a cantharus grasped in his right hand. An ornate volute crater is showcased within a squared incuse.""";"""Silenus is depicted in a leftward kneeling stance, supporting a cantharus with his right hand. Inside an engraved incuse square, a volute crater is majestically illustrated.""";"""Silenus is depicted kneeling towards the left, grasping a cantharus in his right hand. A spiral-crater is set within a square indentation.""";"""Kneeling on the left, Silenus carries a cantharus in his right hand."", ""A volute crater is situated within a square indentation.""";"""Silenus is illustrated in a kneeling stance towards the left, with a cantharus being gripped in his right hand. An embossed volute crater is intricately designed within a recessed square.""";"""Silenus is depicted on his knees towards the left, grasping a cantharus with his right hand. There's a spiraling crater, encased within a deep-set square.""";"""Silenus is depicted in a left-leaning kneel, clasping a cantharus in his right hand. The design also features a volute crater, which is set within an incuse square.""";"""Silenus is depicted kneeling towards the left, brandishing a cantharus in his right hand. A volute crater is presented inside a square recess.""";"""Silenus is depicted kneeling to the left, grasping a cantharus in his right hand. A volute crater is seen enclosed within an inset square."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\20745;CN_type_20745_BNF_Platzhalter_cn_coin_13690_o_merged.jpg;20745;42;"Nude Silenus advancing right, carrying off in his arms a nymph  raising her right hand in protest."",""Incuse square of mill-sail pattern.";"""Unclad Silenus progressing towards the right, abducting a nymph who lifts her right hand in objection. A square incuse housing a windmill-patterned design.""";"""Bare Silenus moving to the right, abducting a nymph who raises her right hand in objection. Incuse square featuring a windmill-like pattern.""";"""Bare Silenus progressing to the right, abducting a nymph who is resisting by lifting her right hand,"" and ""Mill-sail pattern set within a recessed square.""";"""Bare Silenus marching to the right, abducting a protesting nymph cradled in his arms, her right hand raised in objection. On the reverse, an indented square displaying a windmill-blade pattern.""";"""A bare Silenus progressing towards the right, abducting a nymph in his arms who lifts her right hand in rejection. A negative impression, or incuse, square with a pattern resembling a mill's sail.""";"""Silenus, depicted in the nude, moving towards the right, seizing a nymph in his arms who raises her right hand in objection,"" ""a mill-sail pattern filled square in incuse.""";"""Bare Silenus moving to the right, capturing a nymph in his grasp who lifts her right hand in objection,"" ""A mill-sail pattern interwoven within a square of incuse.""";"""Bare Silenus is progressing to the right, abducting a nymph who's lifting her right hand in objection. An embossed square of the windmill-sail design.""";"""A bare Silenus moving towards the right, seizing a nymph in his arms who is lifting her right hand in opposition. An embossed square featuring a windmill sail design.""";"""A bare Silenus progressing to the right, abducting a nymph who raises her right hand in resistance. An incuse square featuring a pattern reminiscent of a mill sail."""
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\20746;CN_type_20746_BNF_Platzhalter_cn_coin_10893_o_merged.jpg;20746;43;"Nude Silenus advancing right, carrying off in his arms a nymph  raising her right hand in protest."",""Incuse square of mill-sail pattern.";"""A bare Silenus progressing to the right, seizing a nymph in his arms who lifts her right hand in an objecting manner. Accompanied by an indented square marked with a pattern resembling a mill sail.""";"""Bare Silenus moving to the right, dragging away a nymph who is raising her right hand in objection. Mill-sail pattern in a recessed square.""";"""Bare Silenus moving to the right, abducting a nymph who lifts her right hand in objection,"" ""Indented square featuring windmill-like pattern.""";"""A bare Silenus moving to the right, abducting a nymph in his grasp, who is lifting her right hand in objection. An indented square bearing the pattern of a windmill's sail.""";"""Bare Silenus proceeding to the right, abducting a nymph in his arms who lifts her right hand in objection. An indented square with a pattern resembling a windmill's sails.""";"""Bare Silenus progressing towards the right, abducting a nymph who lifts her right hand in objection,"" ""Incised square with a pattern resembling a mill-sail.""";"""Naked Silenus progressing to the right, bearing a protesting nymph in his arms, who is lifting her right hand in objection, and an incuse square featuring a mill-sail design.""";"""A bare Silenus progressing to the right, abducting a nymph who lifts her right hand in objection."" and ""A deep-set square bearing a geometric pattern resembling a mill-sail design.""";"""A bare Silenus moving to the right, abducting a nymph in his arms who raises her right hand in objection. Incuse square featuring a windmill sail design.""";"""A bare Silenus moving to the right, forcefully picking up a nymph who is objecting by raising her right hand,"" ""Incised square filled with windmill blade design."""
